entidad_a,bienjuri_b,tipdelit_c,ingrestt,ingres1,ingres2,ingress1,ingres3,ingres4,ingress2,ingres6,ingres7
1,1,10100,89,87,2,85,83,2,4,4,0
1,1,10200,11,11,0,11,11,0,0,0,0
1,1,10300,0,0,0,0,0,0,0,0,0
1,1,10400,198,181,17,189,172,17,9,9,0
1,1,10500,1,1,0,1,1,0,0,0,0
1,2,20100,57,53,4,53,49,4,4,4,0
1,2,20200,0,0,0,0,0,0,0,0,0
1,2,20300,4,3,1,4,3,1,0,0,0
1,2,20400,0,0,0,0,0,0,0,0,0
1,2,20500,0,0,0,0,0,0,0,0,0
1,2,20600,14,13,1,14,13,1,0,0,0
1,2,20601,4,4,0,4,4,0,0,0,0
1,2,20602,2,2,0,2,2,0,0,0,0
1,2,20603,1,1,0,1,1,0,0,0,0
1,2,20604,7,6,1,7,6,1,0,0,0
1,2,20605,0,0,0,0,0,0,0,0,0
1,2,20606,0,0,0,0,0,0,0,0,0
1,2,20699,,,,,,,,,
1,2,20700,0,0,0,0,0,0,0,0,0
1,3,30100,5,5,0,3,3,0,2,2,0
1,3,30200,0,0,0,0,0,0,0,0,0
1,3,30300,7,7,0,7,7,0,0,0,0
1,3,30400,105,103,2,72,70,2,33,33,0
1,3,30401,31,31,0,21,21,0,10,10,0
1,3,30402,52,52,0,33,33,0,19,19,0
1,3,30403,22,20,2,18,16,2,4,4,0
1,3,30404,0,0,0,0,0,0,0,0,0
1,3,30405,0,0,0,0,0,0,0,0,0
1,3,30499,,,,,,,,,
1,3,30500,2,2,0,2,2,0,0,0,0
1,3,30600,0,0,0,0,0,0,0,0,0
1,3,30700,8,7,1,8,7,1,0,0,0
1,4,40100,1132,1019,113,670,577,93,462,442,20
1,4,40101,303,196,107,172,85,87,131,111,20
1,4,40102,352,352,0,244,244,0,108,108,0
1,4,40103,198,198,0,93,93,0,105,105,0
1,4,40104,52,52,0,46,46,0,6,6,0
1,4,40105,118,118,0,22,22,0,96,96,0
1,4,40106,2,2,0,1,1,0,1,1,0
1,4,40107,0,0,0,0,0,0,0,0,0
1,4,40108,11,11,0,9,9,0,2,2,0
1,4,40109,5,5,0,4,4,0,1,1,0
1,4,40110,0,0,0,0,0,0,0,0,0
1,4,40111,0,0,0,0,0,0,0,0,0
1,4,40112,5,5,0,5,5,0,0,0,0
1,4,40113,47,41,6,40,34,6,7,7,0
1,4,40114,39,39,0,34,34,0,5,5,0
1,4,40115,0,0,0,0,0,0,0,0,0
1,4,40116,0,0,0,0,0,0,0,0,0
1,4,40117,0,0,0,0,0,0,0,0,0
1,4,40118,0,0,0,0,0,0,0,0,0
1,4,40199,,,,,,,,,
1,4,40200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,40201,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,40202,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,40203,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,40204,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,40205,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,40299,,,,,,,,,
1,4,40300,20,15,5,18,13,5,2,2,0
1,4,40400,15,11,4,15,11,4,0,0,0
1,4,40500,8,7,1,7,6,1,1,1,0
1,4,40501,8,7,1,7,6,1,1,1,0
1,4,40502,0,0,0,0,0,0,0,0,0
1,4,40503,0,0,0,0,0,0,0,0,0
1,4,40599,,,,,,,,,
1,4,40600,73,66,7,71,64,7,2,2,0
1,4,40700,5,2,3,5,2,3,0,0,0
1,4,40800,0,0,0,0,0,0,0,0,0
1,5,50100,105,101,4,105,101,4,0,0,0
1,5,50200,14,14,0,14,14,0,0,0,0
1,5,50300,0,0,0,0,0,0,0,0,0
1,6,60100,26,24,2,26,24,2,0,0,0
1,6,60101,25,23,2,25,23,2,0,0,0
1,6,60102,0,0,0,0,0,0,0,0,0
1,6,60103,1,1,0,1,1,0,0,0,0
1,6,60104,0,0,0,0,0,0,0,0,0
1,6,60105,0,0,0,0,0,0,0,0,0
1,6,60106,0,0,0,0,0,0,0,0,0
1,6,60107,0,0,0,0,0,0,0,0,0
1,6,60199,,,,,,,,,
1,6,60200,2,2,0,2,2,0,0,0,0
1,6,60201,2,2,0,2,2,0,0,0,0
1,6,60202,0,0,0,0,0,0,0,0,0
1,6,60203,0,0,0,0,0,0,0,0,0
1,6,60204,0,0,0,0,0,0,0,0,0
1,6,60205,0,0,0,0,0,0,0,0,0
1,6,60299,,,,,,,,,
1,6,60300,0,0,0,0,0,0,0,0,0
1,6,60400,0,0,0,0,0,0,0,0,0
1,6,60500,0,0,0,0,0,0,0,0,0
1,6,60600,0,0,0,0,0,0,0,0,0
1,7,70100,641,550,91,619,538,81,22,12,10
1,7,70101,253,208,45,236,196,40,17,12,5
1,7,70102,202,156,46,197,156,41,5,0,5
1,7,70103,182,182,0,182,182,0,0,0,0
1,7,70104,4,4,0,4,4,0,0,0,0
1,7,70105,0,0,0,0,0,0,0,0,0
1,7,70106,0,0,0,0,0,0,0,0,0
1,7,70199,,,,,,,,,
1,7,70200,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70201,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70202,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70203,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70204,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70205,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70206,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70207,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70208,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70299,,,,,,,,,
1,7,70300,0,0,0,0,0,0,0,0,0
1,7,70400,0,0,0,0,0,0,0,0,0
1,7,70500,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70600,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70601,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70602,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70603,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70604,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70605,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70606,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,70699,,,,,,,,,
1,7,70700,0,0,0,0,0,0,0,0,0
1,7,70800,0,0,0,0,0,0,0,0,0
1,7,70900,0,0,0,0,0,0,0,0,0
1,8,80100,6,1,5,6,1,5,0,0,0
1,8,80101,1,0,1,1,0,1,0,0,0
1,8,80102,4,0,4,4,0,4,0,0,0
1,8,80103,1,1,0,1,1,0,0,0,0
1,8,80104,0,0,0,0,0,0,0,0,0
1,8,80105,0,0,0,0,0,0,0,0,0
1,8,80106,0,0,0,0,0,0,0,0,0
1,8,80107,0,0,0,0,0,0,0,0,0
1,8,80108,0,0,0,0,0,0,0,0,0
1,8,80109,0,0,0,0,0,0,0,0,0
1,8,80199,,,,,,,,,
1,8,80200,0,0,0,0,0,0,0,0,0
1,8,80201,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,80202,0,0,0,0,0,0,0,0,0
1,8,80203,0,0,0,0,0,0,0,0,0
1,8,80299,,,,,,,,,
1,8,80300,1,1,0,1,1,0,0,0,0
1,8,80400,0,0,0,0,0,0,0,0,0
1,8,80500,0,0,0,0,0,0,0,0,0
1,9,90100,88,84,4,88,84,4,0,0,0
1,9,90200,21,19,2,21,19,2,0,0,0
1,9,90300,2,2,0,2,2,0,0,0,0
1,9,90400,2,1,1,1,0,1,1,1,0
1,9,90500,3,3,0,3,3,0,0,0,0
1,9,90501,0,0,0,0,0,0,0,0,0
1,9,90502,0,0,0,0,0,0,0,0,0
1,9,90503,0,0,0,0,0,0,0,0,0
1,9,90504,0,0,0,0,0,0,0,0,0
1,9,90505,3,3,0,3,3,0,0,0,0
1,9,90506,0,0,0,0,0,0,0,0,0
1,9,90507,0,0,0,0,0,0,0,0,0
1,9,90599,,,,,,,,,
1,9,90600,0,0,0,0,0,0,0,0,0
1,9,90700,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,90701,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,90702,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,90703,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,90799,,,,,,,,,
1,9,90800,0,0,0,0,0,0,0,0,0
1,9,90900,0,0,0,0,0,0,0,0,0
1,9,91000,0,0,0,0,0,0,0,0,0
1,9,91100,0,0,0,0,0,0,0,0,0
1,9,91200,2,2,0,2,2,0,0,0,0
1,9,91300,0,0,0,0,0,0,0,0,0
1,9,91400,0,0,0,0,0,0,0,0,0
1,9,91500,8,5,3,8,5,3,0,0,0
1,9,91600,0,0,0,0,0,0,0,0,0
1,9,91601,0,0,0,0,0,0,0,0,0
1,9,91602,0,0,0,0,0,0,0,0,0
1,9,91603,0,0,0,0,0,0,0,0,0
1,9,91604,0,0,0,0,0,0,0,0,0
1,9,91605,0,0,0,0,0,0,0,0,0
1,9,91699,,,,,,,,,
1,9,91700,0,0,0,0,0,0,0,0,0
1,9,91800,1,0,1,1,0,1,0,0,0
1,10,100100,0,0,0,0,0,0,0,0,0
1,99,999999,,,,,,,,,
2,1,10100,990,963,27,923,897,26,67,66,1
2,1,10200,0,0,0,0,0,0,0,0,0
2,1,10300,0,0,0,0,0,0,0,0,0
2,1,10400,601,551,50,575,525,50,26,26,0
2,1,10500,77,74,3,72,69,3,5,5,0
2,2,20100,98,86,12,92,81,11,6,5,1
2,2,20200,3,1,2,3,1,2,0,0,0
2,2,20300,7,5,2,7,5,2,0,0,0
2,2,20400,0,0,0,0,0,0,0,0,0
2,2,20500,13,11,2,12,10,2,1,1,0
2,2,20600,137,129,8,125,117,8,12,12,0
2,2,20601,0,0,0,0,0,0,0,0,0
2,2,20602,0,0,0,0,0,0,0,0,0
2,2,20603,0,0,0,0,0,0,0,0,0
2,2,20604,137,129,8,125,117,8,12,12,0
2,2,20605,0,0,0,0,0,0,0,0,0
2,2,20606,0,0,0,0,0,0,0,0,0
2,2,20699,,,,,,,,,
2,2,20700,0,0,0,0,0,0,0,0,0
2,3,30100,204,203,1,189,188,1,15,15,0
2,3,30200,0,0,0,0,0,0,0,0,0
2,3,30300,0,0,0,0,0,0,0,0,0
2,3,30400,525,517,8,491,483,8,34,34,0
2,3,30401,105,105,0,97,97,0,8,8,0
2,3,30402,81,79,2,75,73,2,6,6,0
2,3,30403,0,0,0,0,0,0,0,0,0
2,3,30404,339,333,6,319,313,6,20,20,0
2,3,30405,0,0,0,0,0,0,0,0,0
2,3,30499,,,,,,,,,
2,3,30500,0,0,0,0,0,0,0,0,0
2,3,30600,0,0,0,0,0,0,0,0,0
2,3,30700,0,0,0,0,0,0,0,0,0
2,4,40100,4769,4542,227,4317,4104,213,452,438,14
2,4,40101,217,196,21,194,175,19,23,21,2
2,4,40102,76,71,5,72,67,5,4,4,0
2,4,40103,1859,1773,86,1735,1650,85,124,123,1
2,4,40104,0,0,0,0,0,0,0,0,0
2,4,40105,0,0,0,0,0,0,0,0,0
2,4,40106,0,0,0,0,0,0,0,0,0
2,4,40107,79,77,2,74,72,2,5,5,0
2,4,40108,0,0,0,0,0,0,0,0,0
2,4,40109,0,0,0,0,0,0,0,0,0
2,4,40110,0,0,0,0,0,0,0,0,0
2,4,40111,0,0,0,0,0,0,0,0,0
2,4,40112,0,0,0,0,0,0,0,0,0
2,4,40113,1,1,0,1,1,0,0,0,0
2,4,40114,5,5,0,5,5,0,0,0,0
2,4,40115,0,0,0,0,0,0,0,0,0
2,4,40116,0,0,0,0,0,0,0,0,0
2,4,40117,2532,2419,113,2236,2134,102,296,285,11
2,4,40118,0,0,0,0,0,0,0,0,0
2,4,40199,,,,,,,,,
2,4,40200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,40201,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,40202,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,40203,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,40204,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,40205,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,40299,,,,,,,,,
2,4,40300,53,47,6,51,45,6,2,2,0
2,4,40400,26,24,2,18,16,2,8,8,0
2,4,40500,3,3,0,2,2,0,1,1,0
2,4,40501,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0
2,4,40502,NSS,NSS,0,NSS,NSS,0,NSS,NSS,0
2,4,40503,3,3,0,2,2,0,1,1,0
2,4,40599,,,,,,,,,
2,4,40600,477,448,29,464,435,29,13,13,0
2,4,40700,9,4,5,9,4,5,0,0,0
2,4,40800,4,4,0,4,4,0,0,0,0
2,5,50100,571,552,19,561,542,19,10,10,0
2,5,50200,126,120,6,124,118,6,2,2,0
2,5,50300,2,2,0,2,2,0,0,0,0
2,6,60100,52,50,2,51,49,2,1,1,0
2,6,60101,45,43,2,44,42,2,1,1,0
2,6,60102,0,0,0,0,0,0,0,0,0
2,6,60103,7,7,0,7,7,0,0,0,0
2,6,60104,0,0,0,0,0,0,0,0,0
2,6,60105,0,0,0,0,0,0,0,0,0
2,6,60106,0,0,0,0,0,0,0,0,0
2,6,60107,0,0,0,0,0,0,0,0,0
2,6,60199,,,,,,,,,
2,6,60200,2,0,2,2,0,2,0,0,0
2,6,60201,0,0,0,0,0,0,0,0,0
2,6,60202,0,0,0,0,0,0,0,0,0
2,6,60203,0,0,0,0,0,0,0,0,0
2,6,60204,2,0,2,2,0,2,0,0,0
2,6,60205,0,0,0,0,0,0,0,0,0
2,6,60299,,,,,,,,,
2,6,60300,0,0,0,0,0,0,0,0,0
2,6,60400,0,0,0,0,0,0,0,0,0
2,6,60500,0,0,0,0,0,0,0,0,0
2,6,60600,1,1,0,1,1,0,0,0,0
2,7,70100,0,0,0,0,0,0,0,0,0
2,7,70101,0,0,0,0,0,0,0,0,0
2,7,70102,0,0,0,0,0,0,0,0,0
2,7,70103,0,0,0,0,0,0,0,0,0
2,7,70104,0,0,0,0,0,0,0,0,0
2,7,70105,0,0,0,0,0,0,0,0,0
2,7,70106,0,0,0,0,0,0,0,0,0
2,7,70199,,,,,,,,,
2,7,70200,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70201,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70202,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70203,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70204,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70205,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70206,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70207,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70208,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70299,,,,,,,,,
2,7,70300,1,1,0,0,0,0,1,1,0
2,7,70400,237,233,4,220,216,4,17,17,0
2,7,70500,4,4,0,4,4,0,0,0,0
2,7,70600,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70601,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70602,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70603,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70604,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70605,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70606,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,7,70699,,,,,,,,,
2,7,70700,31,31,0,21,21,0,10,10,0
2,7,70800,0,0,0,0,0,0,0,0,0
2,7,70900,30,28,2,29,27,2,1,1,0
2,8,80100,9,9,0,8,8,0,1,1,0
2,8,80101,0,0,0,0,0,0,0,0,0
2,8,80102,5,5,0,5,5,0,0,0,0
2,8,80103,4,4,0,3,3,0,1,1,0
2,8,80104,0,0,0,0,0,0,0,0,0
2,8,80105,0,0,0,0,0,0,0,0,0
2,8,80106,0,0,0,0,0,0,0,0,0
2,8,80107,0,0,0,0,0,0,0,0,0
2,8,80108,0,0,0,0,0,0,0,0,0
2,8,80109,0,0,0,0,0,0,0,0,0
2,8,80199,,,,,,,,,
2,8,80200,12,11,1,12,11,1,0,0,0
2,8,80201,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,8,80202,12,11,1,12,11,1,0,0,0
2,8,80203,0,0,0,0,0,0,0,0,0
2,8,80299,,,,,,,,,
2,8,80300,0,0,0,0,0,0,0,0,0
2,8,80400,0,0,0,0,0,0,0,0,0
2,8,80500,13,10,3,13,10,3,0,0,0
2,9,90100,38,35,3,38,35,3,0,0,0
2,9,90200,621,592,29,610,581,29,11,11,0
2,9,90300,5,5,0,5,5,0,0,0,0
2,9,90400,0,0,0,0,0,0,0,0,0
2,9,90500,2,2,0,2,2,0,0,0,0
2,9,90501,0,0,0,0,0,0,0,0,0
2,9,90502,0,0,0,0,0,0,0,0,0
2,9,90503,2,2,0,2,2,0,0,0,0
2,9,90504,0,0,0,0,0,0,0,0,0
2,9,90505,0,0,0,0,0,0,0,0,0
2,9,90506,0,0,0,0,0,0,0,0,0
2,9,90507,0,0,0,0,0,0,0,0,0
2,9,90599,,,,,,,,,
2,9,90600,0,0,0,0,0,0,0,0,0
2,9,90700,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,9,90701,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,9,90702,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,9,90703,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,9,90799,,,,,,,,,
2,9,90800,0,0,0,0,0,0,0,0,0
2,9,90900,0,0,0,0,0,0,0,0,0
2,9,91000,0,0,0,0,0,0,0,0,0
2,9,91100,0,0,0,0,0,0,0,0,0
2,9,91200,12,11,1,11,10,1,1,1,0
2,9,91300,0,0,0,0,0,0,0,0,0
2,9,91400,2,2,0,2,2,0,0,0,0
2,9,91500,7,3,4,1,1,0,6,2,4
2,9,91600,0,0,0,0,0,0,0,0,0
2,9,91601,0,0,0,0,0,0,0,0,0
2,9,91602,0,0,0,0,0,0,0,0,0
2,9,91603,0,0,0,0,0,0,0,0,0
2,9,91604,0,0,0,0,0,0,0,0,0
2,9,91605,0,0,0,0,0,0,0,0,0
2,9,91699,,,,,,,,,
2,9,91700,0,0,0,0,0,0,0,0,0
2,9,91800,203,188,15,197,182,15,6,6,0
2,10,100100,0,0,0,0,0,0,0,0,0
2,99,999999,,,,,,,,,
3,1,10100,57,55,2,54,52,2,3,3,0
3,1,10200,4,4,0,3,3,0,1,1,0
3,1,10300,1,1,0,0,0,0,1,1,0
3,1,10400,23,21,2,22,20,2,1,1,0
3,1,10500,0,0,0,0,0,0,0,0,0
3,2,20100,1,1,0,1,1,0,0,0,0
3,2,20200,0,0,0,0,0,0,0,0,0
3,2,20300,0,0,0,0,0,0,0,0,0
3,2,20400,0,0,0,0,0,0,0,0,0
3,2,20500,7,7,0,6,6,0,1,1,0
3,2,20600,16,15,1,12,11,1,4,4,0
3,2,20601,0,0,0,0,0,0,0,0,0
3,2,20602,0,0,0,0,0,0,0,0,0
3,2,20603,2,2,0,0,0,0,2,2,0
3,2,20604,5,4,1,3,2,1,2,2,0
3,2,20605,9,9,0,9,9,0,0,0,0
3,2,20606,0,0,0,0,0,0,0,0,0
3,2,20699,,,,,,,,,
3,2,20700,0,0,0,0,0,0,0,0,0
3,3,30100,20,20,0,19,19,0,1,1,0
3,3,30200,1,1,0,1,1,0,0,0,0
3,3,30300,0,0,0,0,0,0,0,0,0
3,3,30400,38,38,0,37,37,0,1,1,0
3,3,30401,5,5,0,5,5,0,0,0,0
3,3,30402,14,14,0,13,13,0,1,1,0
3,3,30403,12,12,0,12,12,0,0,0,0
3,3,30404,7,7,0,7,7,0,0,0,0
3,3,30405,0,0,0,0,0,0,0,0,0
3,3,30499,,,,,,,,,
3,3,30500,0,0,0,0,0,0,0,0,0
3,3,30600,0,0,0,0,0,0,0,0,0
3,3,30700,3,3,0,3,3,0,0,0,0
3,4,40100,225,215,10,150,141,9,75,74,1
3,4,40101,41,35,6,29,24,5,12,11,1
3,4,40102,50,48,2,29,27,2,21,21,0
3,4,40103,29,27,2,26,24,2,3,3,0
3,4,40104,0,0,0,0,0,0,0,0,0
3,4,40105,0,0,0,0,0,0,0,0,0
3,4,40106,0,0,0,0,0,0,0,0,0
3,4,40107,4,4,0,4,4,0,0,0,0
3,4,40108,0,0,0,0,0,0,0,0,0
3,4,40109,0,0,0,0,0,0,0,0,0
3,4,40110,0,0,0,0,0,0,0,0,0
3,4,40111,0,0,0,0,0,0,0,0,0
3,4,40112,0,0,0,0,0,0,0,0,0
3,4,40113,15,15,0,13,13,0,2,2,0
3,4,40114,0,0,0,0,0,0,0,0,0
3,4,40115,0,0,0,0,0,0,0,0,0
3,4,40116,0,0,0,0,0,0,0,0,0
3,4,40117,86,86,0,49,49,0,37,37,0
3,4,40118,0,0,0,0,0,0,0,0,0
3,4,40199,,,,,,,,,
3,4,40200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,40201,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,40202,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,40203,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,40204,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,40205,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,40299,,,,,,,,,
3,4,40300,1,1,0,1,1,0,0,0,0
3,4,40400,1,1,0,1,1,0,0,0,0
3,4,40500,0,0,0,0,0,0,0,0,0
3,4,40501,0,0,0,0,0,0,0,0,0
3,4,40502,0,0,0,0,0,0,0,0,0
3,4,40503,0,0,0,0,0,0,0,0,0
3,4,40599,,,,,,,,,
3,4,40600,5,5,0,5,5,0,0,0,0
3,4,40700,9,9,0,8,8,0,1,1,0
3,4,40800,0,0,0,0,0,0,0,0,0
3,5,50100,6,6,0,6,6,0,0,0,0
3,5,50200,9,9,0,7,7,0,2,2,0
3,5,50300,0,0,0,0,0,0,0,0,0
3,6,60100,0,0,0,0,0,0,0,0,0
3,6,60101,0,0,0,0,0,0,0,0,0
3,6,60102,0,0,0,0,0,0,0,0,0
3,6,60103,0,0,0,0,0,0,0,0,0
3,6,60104,0,0,0,0,0,0,0,0,0
3,6,60105,0,0,0,0,0,0,0,0,0
3,6,60106,0,0,0,0,0,0,0,0,0
3,6,60107,0,0,0,0,0,0,0,0,0
3,6,60199,,,,,,,,,
3,6,60200,0,0,0,0,0,0,0,0,0
3,6,60201,0,0,0,0,0,0,0,0,0
3,6,60202,0,0,0,0,0,0,0,0,0
3,6,60203,0,0,0,0,0,0,0,0,0
3,6,60204,0,0,0,0,0,0,0,0,0
3,6,60205,0,0,0,0,0,0,0,0,0
3,6,60299,,,,,,,,,
3,6,60300,0,0,0,0,0,0,0,0,0
3,6,60400,0,0,0,0,0,0,0,0,0
3,6,60500,0,0,0,0,0,0,0,0,0
3,6,60600,0,0,0,0,0,0,0,0,0
3,7,70100,15,13,2,11,10,1,4,3,1
3,7,70101,15,13,2,11,10,1,4,3,1
3,7,70102,0,0,0,0,0,0,0,0,0
3,7,70103,0,0,0,0,0,0,0,0,0
3,7,70104,0,0,0,0,0,0,0,0,0
3,7,70105,0,0,0,0,0,0,0,0,0
3,7,70106,0,0,0,0,0,0,0,0,0
3,7,70199,,,,,,,,,
3,7,70200,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70201,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70202,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70203,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70204,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70205,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70206,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70207,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70208,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70299,,,,,,,,,
3,7,70300,0,0,0,0,0,0,0,0,0
3,7,70400,0,0,0,0,0,0,0,0,0
3,7,70500,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70600,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70601,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70602,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70603,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70604,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70605,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70606,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,7,70699,,,,,,,,,
3,7,70700,1,1,0,1,1,0,0,0,0
3,7,70800,0,0,0,0,0,0,0,0,0
3,7,70900,0,0,0,0,0,0,0,0,0
3,8,80100,0,0,0,0,0,0,0,0,0
3,8,80101,0,0,0,0,0,0,0,0,0
3,8,80102,0,0,0,0,0,0,0,0,0
3,8,80103,0,0,0,0,0,0,0,0,0
3,8,80104,0,0,0,0,0,0,0,0,0
3,8,80105,0,0,0,0,0,0,0,0,0
3,8,80106,0,0,0,0,0,0,0,0,0
3,8,80107,0,0,0,0,0,0,0,0,0
3,8,80108,0,0,0,0,0,0,0,0,0
3,8,80109,0,0,0,0,0,0,0,0,0
3,8,80199,,,,,,,,,
3,8,80200,0,0,0,0,0,0,0,0,0
3,8,80201,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,8,80202,0,0,0,0,0,0,0,0,0
3,8,80203,0,0,0,0,0,0,0,0,0
3,8,80299,,,,,,,,,
3,8,80300,0,0,0,0,0,0,0,0,0
3,8,80400,0,0,0,0,0,0,0,0,0
3,8,80500,0,0,0,0,0,0,0,0,0
3,9,90100,0,0,0,0,0,0,0,0,0
3,9,90200,1,1,0,1,1,0,0,0,0
3,9,90300,0,0,0,0,0,0,0,0,0
3,9,90400,0,0,0,0,0,0,0,0,0
3,9,90500,0,0,0,0,0,0,0,0,0
3,9,90501,0,0,0,0,0,0,0,0,0
3,9,90502,0,0,0,0,0,0,0,0,0
3,9,90503,0,0,0,0,0,0,0,0,0
3,9,90504,0,0,0,0,0,0,0,0,0
3,9,90505,0,0,0,0,0,0,0,0,0
3,9,90506,0,0,0,0,0,0,0,0,0
3,9,90507,0,0,0,0,0,0,0,0,0
3,9,90599,,,,,,,,,
3,9,90600,0,0,0,0,0,0,0,0,0
3,9,90700,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,9,90701,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,9,90702,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,9,90703,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,9,90799,,,,,,,,,
3,9,90800,0,0,0,0,0,0,0,0,0
3,9,90900,0,0,0,0,0,0,0,0,0
3,9,91000,0,0,0,0,0,0,0,0,0
3,9,91100,0,0,0,0,0,0,0,0,0
3,9,91200,0,0,0,0,0,0,0,0,0
3,9,91300,0,0,0,0,0,0,0,0,0
3,9,91400,0,0,0,0,0,0,0,0,0
3,9,91500,0,0,0,0,0,0,0,0,0
3,9,91600,0,0,0,0,0,0,0,0,0
3,9,91601,0,0,0,0,0,0,0,0,0
3,9,91602,0,0,0,0,0,0,0,0,0
3,9,91603,0,0,0,0,0,0,0,0,0
3,9,91604,0,0,0,0,0,0,0,0,0
3,9,91605,0,0,0,0,0,0,0,0,0
3,9,91699,,,,,,,,,
3,9,91700,0,0,0,0,0,0,0,0,0
3,9,91800,38,38,0,29,29,0,9,9,0
3,10,100100,0,0,0,0,0,0,0,0,0
3,99,999999,,,,,,,,,
